12
12
12
12.5
13
12.5
13.5
12.5
12.5
13.5
13
12.5
12.5
13.5
11.5
12
11.5
12.5
12.5
11.5
11.5
13
12
12
12.5
12.5
12.5
12
12.5
13.5
