12
10.5
11.5
10.5
10.5
10.5
10.5
11.5
10.5
11
8.5
9.5
10
9
9
9.5
10.5
9.5
9.5
9.5
11
11.5
11.5
10.5
11.5
9
10.5
10
11
10.5
